date,year,month,city,product_id,product_name,category,sub_category,channel,customer_type,unit_price,sales_qty,revenue,cost,profit,discount,rating
2025-08-14,2025,8,Padangsidimpuan,DT-1002,Laptop Air,Electronics,Laptop,Online,Individual,14897626,6,53631453,36464809,17166644,0.4,4.6
2025-07-30,2025,7,Karo,DT-1002,Laptop Air,Electronics,Laptop,Retail,Individual,11355047,21,138304472,105044767,33259705,0.42,4.2
2025-09-19,2025,9,Asahan,DT-4001,Smartwatch,Wearables,Smartwatch,Retail,Individual,3925030,3,8949068,7056483,1892585,0.24,4.2
2025-04-18,2025,4,Langkat,DT-2002,Smartphone Lite,Electronics,Smartphone,Distributor,Individual,5476600,16,84120576,62356522,21764054,0.04,4.3
2025-08-24,2025,8,Padangsidimpuan,DT-2001,Smartphone X,Electronics,Smartphone,Distributor,Individual,9506758,41,362492682,291051576,71441106,0.07,3.8
2025-09-26,2025,9,Langkat,DT-1002,Laptop Air,Electronics,Laptop,Retail,Individual,10311557,15,136112552,91686920,44425632,0.12,4.2
2025-12-11,2025,12,Deli Serdang,DT-3001,Tablet Plus,Electronics,Tablet,Distributor,Individual,7083461,64,371740033,223652705,148087328,0.18,4.2
2025-03-24,2025,3,Mandailing Natal,DT-2002,Smartphone Lite,Electronics,Smartphone,Distributor,Individual,4003718,62,188655192,144411590,44243602,0.24,4.4
2025-07-15,2025,7,Tebing Tinggi,DT-1002,Laptop Air,Electronics,Laptop,Retail,Individual,12313046,4,33984006,21230706,12753300,0.31,3.9
2025-08-28,2025,8,Binjai,DT-1001,Laptop Pro,Electronics,Laptop,Online,Individual,15141087,1,9236063,5704222,3531841,0.39,3.5
2025-07-25,2025,7,Mandailing Natal,DT-4001,Smartwatch,Wearables,Smartwatch,Distributor,Individual,4292908,25,82638479,52697197,29941282,0.23,3.6
2025-03-11,2025,3,Medan,DT-2002,Smartphone Lite,Electronics,Smartphone,Retail,Business,3335659,2,4936775,4015329,921446,0.26,4.4
2025-10-04,2025,10,Medan,DT-2002,Smartphone Lite,Electronics,Smartphone,Online,Business,4118335,6,16308606,12878700,3429906,0.34,4.2
2025-11-15,2025,11,Sibolga,DT-4001,Smartwatch,Wearables,Smartwatch,Online,Individual,3521152,2,4295805,2694236,1601569,0.39,4.5
2025-10-02,2025,10,Medan,DT-3001,Tablet Plus,Electronics,Tablet,Online,Individual,7550573,2,10117767,8188477,1929290,0.33,4.0
2025-04-12,2025,4,Langkat,DT-4001,Smartwatch,Wearables,Smartwatch,Retail,Individual,2894517,3,7467853,5719377,1748476,0.14,4.3
2025-03-20,2025,3,Pematangsiantar,DT-1002,Laptop Air,Electronics,Laptop,Online,Individual,11093754,6,38606263,27134259,11472004,0.42,4.4
2025-05-24,2025,5,Medan,DT-1001,Laptop Pro,Electronics,Laptop,Distributor,Individual,17958249,37,611298795,411003248,200295547,0.08,4.4
2025-06-13,2025,6,Padangsidimpuan,DT-4001,Smartwatch,Wearables,Smartwatch,Distributor,Individual,3765990,25,73436805,51376420,22060385,0.22,4.5
2025-02-04,2025,2,Deli Serdang,DT-1001,Laptop Pro,Electronics,Laptop,Retail,Individual,18026853,9,123303674,92178638,31125036,0.24,3.5
2025-08-18,2025,8,Medan,DT-4001,Smartwatch,Wearables,Smartwatch,Online,Individual,2456047,5,6876931,4399025,2477906,0.44,4.4
2025-12-08,2025,12,Asahan,DT-4001,Smartwatch,Wearables,Smartwatch,Retail,Individual,2392879,6,10911528,8743147,2168381,0.24,4.0
2025-06-08,2025,6,Tebing Tinggi,DT-3001,Tablet Plus,Electronics,Tablet,Online,Individual,7272025,10,36360125,26954514,9405611,0.5,3.8
2025-05-22,2025,5,Langkat,DT-3001,Tablet Plus,Electronics,Tablet,Online,Business,5406568,8,31141831,20871621,10270210,0.28,4.7
2025-04-27,2025,4,Tapanuli Utara,DT-1002,Laptop Air,Electronics,Laptop,Retail,Individual,11291420,11,93154215,62100223,31053992,0.25,4.6
2025-02-24,2025,2,Padangsidimpuan,DT-2001,Smartphone X,Electronics,Smartphone,Retail,Individual,11572775,5,46291100,30744029,15547071,0.2,3.7
2025-05-16,2025,5,Sibolga,DT-3001,Tablet Plus,Electronics,Tablet,Distributor,Individual,8019533,15,114278345,74597231,39681114,0.05,4.1
2025-03-26,2025,3,Gunungsitoli,DT-2002,Smartphone Lite,Electronics,Smartphone,Distributor,Individual,4285441,75,257126460,160310635,96815825,0.2,5.0
2025-04-22,2025,4,Simalungun,DT-3001,Tablet Plus,Electronics,Tablet,Retail,Individual,6721451,13,68155513,46676967,21478546,0.22,3.6
2025-09-30,2025,9,Tebing Tinggi,DT-1002,Laptop Air,Electronics,Laptop,Online,Individual,13657769,7,54494498,41951989,12542509,0.43,3.8
2025-01-14,2025,1,Langkat,DT-3001,Tablet Plus,Electronics,Tablet,Retail,Individual,6436472,14,81099547,56143200,24956347,0.1,3.5
2025-08-31,2025,8,Deli Serdang,DT-1002,Laptop Air,Electronics,Laptop,Distributor,Individual,10861699,31,306408528,188675536,117732992,0.09,4.9
2025-04-04,2025,4,Tanjungbalai,DT-3001,Tablet Plus,Electronics,Tablet,Distributor,Individual,5247031,36,181337391,126199963,55137428,0.04,3.8
2025-08-10,2025,8,Simalungun,DT-4001,Smartwatch,Wearables,Smartwatch,Retail,Business,3169722,12,29288231,20514910,8773321,0.23,3.7
2025-12-25,2025,12,Gunungsitoli,DT-1002,Laptop Air,Electronics,Laptop,Online,Individual,13709078,1,7814174,5219269,2594905,0.43,3.9
2025-08-08,2025,8,Simalungun,DT-2001,Smartphone X,Electronics,Smartphone,Distributor,Business,11893038,45,492371773,344053816,148317957,0.08,4.8
2025-01-17,2025,1,Karo,DT-1001,Laptop Pro,Electronics,Laptop,Online,Business,16512904,2,19815484,12630848,7184636,0.4,4.9
2025-12-25,2025,12,Pematangsiantar,DT-3001,Tablet Plus,Electronics,Tablet,Retail,Individual,6074750,3,14579400,11495305,3084095,0.2,4.9
2025-05-23,2025,5,Karo,DT-4001,Smartwatch,Wearables,Smartwatch,Retail,Individual,3041963,3,7483228,5403172,2080056,0.18,4.4
2025-01-13,2025,1,Padangsidimpuan,DT-3001,Tablet Plus,Electronics,Tablet,Distributor,Individual,6082318,22,120429896,91906835,28523061,0.1,4.9
2025-12-19,2025,12,Langkat,DT-4001,Smartwatch,Wearables,Smartwatch,Retail,Business,3592486,3,8406417,6647916,1758501,0.22,4.7
2025-07-24,2025,7,Binjai,DT-4001,Smartwatch,Wearables,Smartwatch,Online,Individual,2838015,11,19979625,12812793,7166832,0.36,4.3
2025-05-24,2025,5,Karo,DT-1002,Laptop Air,Electronics,Laptop,Distributor,Business,11633222,15,169263380,124288666,44974714,0.03,4.9
2025-01-14,2025,1,Gunungsitoli,DT-2001,Smartphone X,Electronics,Smartphone,Online,Individual,12700601,7,53342524,41815641,11526883,0.4,4.1
2025-08-27,2025,8,Deli Serdang,DT-1001,Laptop Pro,Electronics,Laptop,Online,Individual,15663517,1,12530813,7835710,4695103,0.2,4.7
2025-11-17,2025,11,Pematangsiantar,DT-2001,Smartphone X,Electronics,Smartphone,Online,Individual,11126088,8,68536702,43858837,24677865,0.23,4.1
2025-11-13,2025,11,Tanjungbalai,DT-4001,Smartwatch,Wearables,Smartwatch,Online,Individual,2457090,2,2948508,2135202,813306,0.4,3.6
2025-06-29,2025,6,Langkat,DT-4001,Smartwatch,Wearables,Smartwatch,Retail,Individual,3675739,8,17349488,13676305,3673183,0.41,4.8
2025-05-31,2025,5,Langkat,DT-1001,Laptop Pro,Electronics,Laptop,Retail,Individual,16131873,12,180031702,121522331,58509371,0.07,4.6
2025-07-06,2025,7,Karo,DT-1002,Laptop Air,Electronics,Laptop,Online,Individual,13506060,13,107103055,66191676,40911379,0.39,3.8
2025-01-02,2025,1,Sibolga,DT-2001,Smartphone X,Electronics,Smartphone,Retail,Individual,11574727,11,106950477,76755971,30194506,0.16,4.9
2025-05-13,2025,5,Langkat,DT-4001,Smartwatch,Wearables,Smartwatch,Retail,Business,2314589,14,30784033,22931272,7852761,0.05,3.9
2025-08-03,2025,8,Langkat,DT-3001,Tablet Plus,Electronics,Tablet,Retail,Individual,6106987,10,51909389,40961866,10947523,0.15,4.7
2025-09-26,2025,9,Tanjungbalai,DT-1001,Laptop Pro,Electronics,Laptop,Online,Individual,15304874,7,78207906,62054228,16153678,0.27,4.7
2025-10-25,2025,10,Langkat,DT-1001,Laptop Pro,Electronics,Laptop,Retail,Individual,15437184,11,146035760,91925799,54109961,0.14,4.6
2025-08-20,2025,8,Langkat,DT-3001,Tablet Plus,Electronics,Tablet,Retail,Individual,7527448,7,47949843,29015631,18934212,0.09,3.6
2025-07-23,2025,7,Karo,DT-1002,Laptop Air,Electronics,Laptop,Online,Individual,14325759,11,100853343,65478997,35374346,0.36,3.7
2025-02-15,2025,2,Gunungsitoli,DT-3001,Tablet Plus,Electronics,Tablet,Retail,Individual,6710714,3,17716284,14229650,3486634,0.12,4.7
2025-11-13,2025,11,Pematangsiantar,DT-3001,Tablet Plus,Electronics,Tablet,Distributor,Individual,7824929,45,338036932,220740509,117296423,0.04,4.3
2025-01-19,2025,1,Langkat,DT-4001,Smartwatch,Wearables,Smartwatch,Retail,Individual,3241214,6,17697028,11142220,6554808,0.09,4.7
2025-05-18,2025,5,Pematangsiantar,DT-1002,Laptop Air,Electronics,Laptop,Online,Individual,13276389,7,77135820,60790023,16345797,0.17,5.0
2025-10-29,2025,10,Langkat,DT-1001,Laptop Pro,Electronics,Laptop,Distributor,Individual,17888256,34,583872675,361829473,222043202,0.04,4.1
2025-03-21,2025,3,Pematangsiantar,DT-4001,Smartwatch,Wearables,Smartwatch,Online,Individual,4033492,9,24321956,19117588,5204368,0.33,4.1
2025-11-07,2025,11,Mandailing Natal,DT-4001,Smartwatch,Wearables,Smartwatch,Distributor,Individual,3661688,42,138411806,94034471,44377335,0.1,3.8
2025-11-15,2025,11,Binjai,DT-2002,Smartphone Lite,Electronics,Smartphone,Online,Individual,5682247,2,6250471,4723665,1526806,0.45,3.9
2025-06-12,2025,6,Asahan,DT-4001,Smartwatch,Wearables,Smartwatch,Retail,Individual,4065500,3,8415585,5336756,3078829,0.31,4.3
2025-07-04,2025,7,Padangsidimpuan,DT-1002,Laptop Air,Electronics,Laptop,Online,Individual,13193735,10,65968675,43810489,22158186,0.5,4.5
2025-11-05,2025,11,Padangsidimpuan,DT-1001,Laptop Pro,Electronics,Laptop,Retail,Business,18509342,10,162882209,126382531,36499678,0.12,4.0
2025-03-30,2025,3,Deli Serdang,DT-3001,Tablet Plus,Electronics,Tablet,Online,Individual,5552195,4,15768233,9958443,5809790,0.29,4.8
2025-09-24,2025,9,Asahan,DT-1002,Laptop Air,Electronics,Laptop,Online,Individual,12162881,7,58746715,40196707,18550008,0.31,5.0
2025-06-17,2025,6,Tebing Tinggi,DT-2001,Smartphone X,Electronics,Smartphone,Online,Individual,10625126,8,59500705,48249964,11250741,0.3,3.6
2025-06-15,2025,6,Medan,DT-1002,Laptop Air,Electronics,Laptop,Online,Individual,13449414,1,6724707,5131712,1592995,0.5,4.5
2025-11-15,2025,11,Medan,DT-4001,Smartwatch,Wearables,Smartwatch,Online,Individual,1953653,7,10803701,7100528,3703173,0.21,3.6
2025-05-06,2025,5,Pematangsiantar,DT-3001,Tablet Plus,Electronics,Tablet,Online,Individual,5250965,5,22054053,15011906,7042147,0.16,4.4
2025-12-21,2025,12,Tapanuli Utara,DT-2002,Smartphone Lite,Electronics,Smartphone,Retail,Individual,3929850,6,17448534,10743039,6705495,0.26,3.8
2025-04-08,2025,4,Tapanuli Utara,DT-2002,Smartphone Lite,Electronics,Smartphone,Online,Individual,6125672,6,27933064,17512168,10420896,0.24,4.5
2025-05-17,2025,5,Medan,DT-4001,Smartwatch,Wearables,Smartwatch,Retail,Individual,2579946,9,20433172,13713481,6719691,0.12,4.3
2025-06-08,2025,6,Mandailing Natal,DT-2001,Smartphone X,Electronics,Smartphone,Retail,Individual,12256629,17,156272019,119171405,37100614,0.25,3.7
2025-08-10,2025,8,Tapanuli Utara,DT-2001,Smartphone X,Electronics,Smartphone,Distributor,Individual,9052009,32,269387787,218253506,51134281,0.07,4.6
2025-10-14,2025,10,Padangsidimpuan,DT-1002,Laptop Air,Electronics,Laptop,Online,Individual,12179662,5,49327631,30055087,19272544,0.19,4.5
2025-03-31,2025,3,Deli Serdang,DT-3001,Tablet Plus,Electronics,Tablet,Online,Individual,7491282,2,8240410,5353930,2886480,0.45,4.9
2025-08-20,2025,8,Binjai,DT-4001,Smartwatch,Wearables,Smartwatch,Retail,Individual,2561561,8,15369366,9762264,5607102,0.25,4.8
2025-04-20,2025,4,Deli Serdang,DT-1001,Laptop Pro,Electronics,Laptop,Distributor,Individual,17013374,38,588322472,447924834,140397638,0.09,3.8
2025-04-15,2025,4,Pematangsiantar,DT-1002,Laptop Air,Electronics,Laptop,Online,Individual,13520001,6,46238403,30463931,15774472,0.43,3.9
2025-11-10,2025,11,Langkat,DT-4001,Smartwatch,Wearables,Smartwatch,Distributor,Individual,2294363,30,63324418,50985583,12338835,0.08,4.9
2025-06-07,2025,6,Deli Serdang,DT-1001,Laptop Pro,Electronics,Laptop,Online,Individual,18198934,7,80257298,50153847,30103451,0.37,3.6
2025-07-08,2025,7,Padangsidimpuan,DT-1002,Laptop Air,Electronics,Laptop,Online,Individual,12103953,4,24207906,19796315,4411591,0.5,3.6
2025-01-12,2025,1,Karo,DT-3001,Tablet Plus,Electronics,Tablet,Retail,Individual,6035789,3,13580525,10225928,3354597,0.25,5.0
2025-03-02,2025,3,Padangsidimpuan,DT-2002,Smartphone Lite,Electronics,Smartphone,Distributor,Business,3350730,23,63194767,51257262,11937505,0.18,5.0
2025-05-20,2025,5,Deli Serdang,DT-3001,Tablet Plus,Electronics,Tablet,Retail,Individual,6627578,6,30221755,21723357,8498398,0.24,3.6
2025-05-04,2025,5,Padangsidimpuan,DT-1002,Laptop Air,Electronics,Laptop,Online,Individual,12679632,3,27388005,18294995,9093010,0.28,4.3
2025-09-27,2025,9,Tebing Tinggi,DT-4001,Smartwatch,Wearables,Smartwatch,Online,Individual,3117501,4,7731402,5730890,2000512,0.38,4.4
2025-05-04,2025,5,Tebing Tinggi,DT-4001,Smartwatch,Wearables,Smartwatch,Online,Individual,4094331,1,3316408,2085112,1231296,0.19,5.0
2025-07-23,2025,7,Tebing Tinggi,DT-1001,Laptop Pro,Electronics,Laptop,Retail,Individual,18715321,20,295702071,184583666,111118405,0.21,4.1
2025-02-12,2025,2,Tanjungbalai,DT-3001,Tablet Plus,Electronics,Tablet,Retail,Individual,6542156,11,55412061,34174991,21237070,0.23,4.6
2025-10-14,2025,10,Medan,DT-2001,Smartphone X,Electronics,Smartphone,Online,Business,9791013,6,44647019,29766329,14880690,0.24,3.6
2025-11-06,2025,11,Deli Serdang,DT-2001,Smartphone X,Electronics,Smartphone,Retail,Individual,10072636,7,56406761,43313452,13093309,0.2,3.9
2025-01-04,2025,1,Karo,DT-4001,Smartwatch,Wearables,Smartwatch,Retail,Individual,3123847,12,32987824,26429010,6558814,0.12,4.2
2025-10-01,2025,10,Tapanuli Utara,DT-3001,Tablet Plus,Electronics,Tablet,Online,Individual,8351259,5,29229406,20870965,8358441,0.3,3.7
2025-03-04,2025,3,Sibolga,DT-3001,Tablet Plus,Electronics,Tablet,Retail,Business,6918484,10,56731568,45381094,11350474,0.18,4.2
2025-05-15,2025,5,Medan,DT-3001,Tablet Plus,Electronics,Tablet,Online,Business,7588697,2,11079497,6966212,4113285,0.27,3.5
2025-10-05,2025,10,Tanjungbalai,DT-3001,Tablet Plus,Electronics,Tablet,Retail,Individual,7973887,6,44972722,31200885,13771837,0.06,4.8
2025-04-24,2025,4,Pematangsiantar,DT-1001,Laptop Pro,Electronics,Laptop,Retail,Individual,17588691,5,71234198,48564947,22669251,0.19,4.7
2025-07-14,2025,7,Sibolga,DT-1002,Laptop Air,Electronics,Laptop,Online,Individual,15198107,7,59576579,48778194,10798385,0.44,3.6
2025-04-06,2025,4,Binjai,DT-4001,Smartwatch,Wearables,Smartwatch,Distributor,Individual,3285471,19,58054272,39705464,18348808,0.07,3.9
2025-08-11,2025,8,Simalungun,DT-2002,Smartphone Lite,Electronics,Smartphone,Retail,Individual,5048568,14,62198357,44134043,18064314,0.12,4.8
2025-10-04,2025,10,Binjai,DT-4001,Smartwatch,Wearables,Smartwatch,Online,Individual,3511890,1,2317847,1726558,591289,0.34,4.4
2025-01-02,2025,1,Pematangsiantar,DT-3001,Tablet Plus,Electronics,Tablet,Retail,Business,5539791,12,51187668,33649151,17538517,0.23,4.3
2025-11-19,2025,11,Deli Serdang,DT-1002,Laptop Air,Electronics,Laptop,Online,Business,11876286,3,26009066,18722958,7286108,0.27,4.7
2025-08-18,2025,8,Pematangsiantar,DT-2002,Smartphone Lite,Electronics,Smartphone,Retail,Individual,5817049,14,76552364,62009831,14542533,0.06,4.3
2025-06-04,2025,6,Deli Serdang,DT-1002,Laptop Air,Electronics,Laptop,Retail,Individual,12639758,11,115400990,78019117,37381873,0.17,3.8
2025-10-28,2025,10,Mandailing Natal,DT-1002,Laptop Air,Electronics,Laptop,Online,Individual,14020009,5,58183037,43447692,14735345,0.17,3.5
2025-01-13,2025,1,Gunungsitoli,DT-1002,Laptop Air,Electronics,Laptop,Retail,Business,14073551,10,108366342,75583888,32782454,0.23,5.0
2025-02-15,2025,2,Simalungun,DT-3001,Tablet Plus,Electronics,Tablet,Retail,Business,8053890,15,112351765,78632262,33719503,0.07,4.6
2025-02-27,2025,2,Simalungun,DT-2001,Smartphone X,Electronics,Smartphone,Online,Business,9914740,5,29744220,22479644,7264576,0.4,4.2
2025-04-15,2025,4,Tapanuli Utara,DT-4001,Smartwatch,Wearables,Smartwatch,Online,Individual,2460791,7,12230131,8255743,3974388,0.29,4.6
2025-10-09,2025,10,Langkat,DT-2002,Smartphone Lite,Electronics,Smartphone,Retail,Individual,3555761,9,24321405,15307627,9013778,0.24,4.2
2025-01-09,2025,1,Simalungun,DT-3001,Tablet Plus,Electronics,Tablet,Retail,Individual,7635331,7,40619960,25802735,14817225,0.24,4.7
2025-06-18,2025,6,Gunungsitoli,DT-2001,Smartphone X,Electronics,Smartphone,Distributor,Individual,13307805,50,492388785,302709228,189679557,0.26,4.8
2025-07-18,2025,7,Tebing Tinggi,DT-4001,Smartwatch,Wearables,Smartwatch,Retail,Individual,3589815,9,21969667,16955289,5014378,0.32,3.8
2025-08-29,2025,8,Gunungsitoli,DT-2002,Smartphone Lite,Electronics,Smartphone,Online,Individual,5987876,1,4011876,2509593,1502283,0.33,3.8
2025-10-19,2025,10,Tebing Tinggi,DT-4001,Smartwatch,Wearables,Smartwatch,Online,Individual,3113903,3,5511608,3650921,1860687,0.41,4.7
2025-06-08,2025,6,Simalungun,DT-1002,Laptop Air,Electronics,Laptop,Retail,Individual,14449591,8,72825938,53385496,19440442,0.37,3.8
2025-07-16,2025,7,Padangsidimpuan,DT-1002,Laptop Air,Electronics,Laptop,Retail,Individual,12321977,2,17990086,12058984,5931102,0.27,3.5
2025-04-20,2025,4,Tebing Tinggi,DT-2001,Smartphone X,Electronics,Smartphone,Online,Individual,8857909,6,35608794,27831285,7777509,0.33,4.6
2025-11-18,2025,11,Karo,DT-1002,Laptop Air,Electronics,Laptop,Online,Business,13086424,5,41876556,32744241,9132315,0.36,4.1
2025-08-20,2025,8,Sibolga,DT-4001,Smartwatch,Wearables,Smartwatch,Retail,Individual,3565776,8,25388325,20515189,4873136,0.11,4.0
2025-03-17,2025,3,Asahan,DT-2001,Smartphone X,Electronics,Smartphone,Online,Individual,11605880,7,63368104,46855886,16512218,0.22,4.2
2025-07-15,2025,7,Langkat,DT-4001,Smartwatch,Wearables,Smartwatch,Online,Individual,2159799,3,3434080,2401058,1033022,0.47,4.5
2025-02-03,2025,2,Asahan,DT-1002,Laptop Air,Electronics,Laptop,Distributor,Individual,14227401,37,479036591,387659829,91376762,0.09,4.3
2025-02-03,2025,2,Padangsidimpuan,DT-1001,Laptop Pro,Electronics,Laptop,Online,Individual,17498826,3,30972922,25076932,5895990,0.41,4.0
2025-06-18,2025,6,Medan,DT-2001,Smartphone X,Electronics,Smartphone,Online,Individual,11274761,12,75766393,50436838,25329555,0.44,3.9
2025-11-22,2025,11,Binjai,DT-2002,Smartphone Lite,Electronics,Smartphone,Online,Individual,5886746,7,27196766,18104203,9092563,0.34,4.1
2025-09-14,2025,9,Binjai,DT-1001,Laptop Pro,Electronics,Laptop,Online,Individual,14054395,6,58185195,47008638,11176557,0.31,3.7
2025-06-20,2025,6,Gunungsitoli,DT-3001,Tablet Plus,Electronics,Tablet,Online,Individual,6715441,8,30085175,22700169,7385006,0.44,4.9
2025-02-25,2025,2,Tapanuli Utara,DT-2001,Smartphone X,Electronics,Smartphone,Online,Individual,12703877,5,49545120,33328261,16216859,0.22,4.2
2025-07-25,2025,7,Simalungun,DT-1001,Laptop Pro,Electronics,Laptop,Online,Individual,15618713,14,109330991,82515400,26815591,0.5,4.6
2025-06-16,2025,6,Tanjungbalai,DT-2001,Smartphone X,Electronics,Smartphone,Retail,Individual,10543954,11,67270426,52641599,14628827,0.42,4.9
2025-06-28,2025,6,Tapanuli Utara,DT-1002,Laptop Air,Electronics,Laptop,Retail,Business,12544555,10,80285152,55028657,25256495,0.36,3.6
2025-01-06,2025,1,Pematangsiantar,DT-2001,Smartphone X,Electronics,Smartphone,Retail,Business,9023482,6,42229895,33222920,9006975,0.22,4.5
2025-09-16,2025,9,Medan,DT-3001,Tablet Plus,Electronics,Tablet,Retail,Individual,8077985,14,102913528,69872655,33040873,0.09,4.2
2025-02-14,2025,2,Deli Serdang,DT-2001,Smartphone X,Electronics,Smartphone,Retail,Individual,10659029,12,110001179,70881912,39119267,0.14,4.7
2025-08-13,2025,8,Langkat,DT-2002,Smartphone Lite,Electronics,Smartphone,Online,Individual,3680609,3,6956351,5010584,1945767,0.37,4.1
2025-05-30,2025,5,Pematangsiantar,DT-2002,Smartphone Lite,Electronics,Smartphone,Online,Individual,5761759,5,19589980,15340221,4249759,0.32,4.2
2025-05-25,2025,5,Binjai,DT-2001,Smartphone X,Electronics,Smartphone,Online,Individual,8487376,4,27838593,19012896,8825697,0.18,4.1
2025-05-13,2025,5,Pematangsiantar,DT-1001,Laptop Pro,Electronics,Laptop,Online,Individual,18207341,6,74285951,51871324,22414627,0.32,4.0
2025-05-14,2025,5,Tanjungbalai,DT-2002,Smartphone Lite,Electronics,Smartphone,Retail,Business,6051785,15,86237936,52659452,33578484,0.05,3.5
2025-12-10,2025,12,Tebing Tinggi,DT-2001,Smartphone X,Electronics,Smartphone,Online,Business,11795570,2,12503304,7961077,4542227,0.47,4.7
2025-02-11,2025,2,Mandailing Natal,DT-2001,Smartphone X,Electronics,Smartphone,Retail,Individual,10703471,13,109924647,86607402,23317245,0.21,3.6
2025-07-02,2025,7,Padangsidimpuan,DT-2002,Smartphone Lite,Electronics,Smartphone,Retail,Individual,4711093,3,10741292,6676561,4064731,0.24,4.1
2025-10-04,2025,10,Simalungun,DT-2001,Smartphone X,Electronics,Smartphone,Retail,Individual,11243676,6,59366609,45207820,14158789,0.12,4.8
2025-03-30,2025,3,Mandailing Natal,DT-4001,Smartwatch,Wearables,Smartwatch,Distributor,Individual,3355462,58,159585772,111682444,47903328,0.18,4.2
